Airport Name,Location,Country,Latitude,Longitude
Sanford Regional,Sanford ME,United States,43.39383,-70.708
Groton New London Airport,Groton CT,United States,41.3301010131836,-72.0450973510742
St Cloud Regional Airport,Saint Cloud,United States,45.5466003417969,-94.0598983764648
Golden Triangle Regional Airport,Columbus Mississippi,United States,33.4502983093,-88.5914001465
Bowerman Airport,Hoquiam,United States,46.9711990356,-123.93699646
Erie International Tom Ridge Field,Erie,United States,42.0831270134,-80.1738667488
Barnstable Municipal Boardman Polando Field,Barnstable,United States,41.66930008,-70.28040314
Sedona Airport,Sedona,United States,34.848598480225,-111.78800201416
Dry Tortugas,Dry Tortugas,United States,24.62,-82.87
Dry Tortugas,Dry Tortugas,United States,24.62,24.62
Dry Tortugas,Dry Tortugas,United States,24.628,82.873
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,39.64289856,-79.91629791
Yeager Airport,Charleston,United States,38.3731002807617,-81.5932006835938
Wilkes Barre Scranton International Airport,Scranton,United States,41.3385009766,-75.7233963013
Bemidji Regional Airport,Bemidji,United States,47.50939941,-94.93370056
Hector International Airport,Fargo,United States,46.9207000732422,-96.815803527832
Charles B. Wheeler Downtown Airport,Kansas City,United States,39.1231994628906,-94.5927963256836
Gillette Campbell County Airport,Gillette,United States,44.3488998413,-105.539001465
El Toro Marine Corps Air Station,Santa Ana,United States,33.6761016845703,-117.731002807617
University Park Airport,State College Pennsylvania,United States,40.8493003845,-77.8487014771
Key Field,Meridian,United States,32.3325996398926,-88.7518997192383
Abraham Lincoln Capital Airport,Springfield,United States,39.84410095,-89.67790222
Cortez Municipal Airport,Cortez,United States,37.3030014038,-108.627998352
Yampa Valley Airport,Hayden,United States,40.48120117,-107.2180023
Gallup Municipal Airport,Gallup,United States,35.511100769,-108.789001465
Liberal Mid-America Regional Airport,Liberal,United States,37.0442009,-100.9599991
Lamar Municipal Airport,Lamar,United States,38.0696983337,-102.68800354
Renner Field-Goodland Municipal Airport,Goodland,United States,39.37060165,-101.6989975
Yellowstone Regional Airport,Cody,United States,44.520198822,-109.024002075
Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321
Joplin Regional Airport,Joplin,United States,37.151798248291,-94.4982986450195
Lehigh Valley International Airport,Allentown,United States,40.652099609375,-75.440803527832
Northwest Arkansas Regional Airport,Bentonville,United States,36.281898,-94.306801
South Bend Regional Airport,South Bend,United States,41.7086982727051,-86.3172988891602
Smith Field,Fort Wayne IN,United States,41.14339828,-85.15280151
California Redwood Coast-Humboldt County Airport,Arcata CA,United States,40.978101,-124.109
Camp Mabry Austin City,Austin TX,United States,30.31666,-97.7666
Albert J Ellis Airport,Jacksonville NC,United States,34.8292007446,-77.6120986938
Tuscaloosa Regional Airport,Tuscaloosa AL,United States,33.220600128174,-87.611396789551
Dubuque Regional Airport,Dubuque IA,United States,42.40200043,-90.70950317
Aberdeen Regional Airport,Aberdeen,United States,45.4491004943848,-98.4217987060547
Southwest Georgia Regional Airport,Albany,United States,31.5354995727539,-84.1945037841797
Athens Ben Epps Airport,Athens,United States,33.948600769043,-83.326301574707
Alamogordo White Sands Regional Airport,Alamogordo,United States,32.8399009705,-105.990997314
Waterloo Regional Airport,Waterloo,United States,42.5570983886719,-92.4002990722656
Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002
Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273
Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123
Bradford Regional Airport,Bradford,United States,41.8031005859375,-78.6400985717773
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,41.87400055,-103.5960007
Raleigh County Memorial Airport,Beckley,United States,37.7873001099,-81.1241989136
Brunswick Golden Isles Airport,Brunswick,United States,31.2588005065918,-81.4664993286133
Southeast Iowa Regional Airport,Burlington,United States,40.7831993103027,-91.1255035400391
Jack Mc Namara Field Airport,Crescent City,United States,41.78020096,-124.2369995
Cape Girardeau Regional Airport,Cape Girardeau,United States,37.2252998352051,-89.57080078125
Chippewa County International Airport,Sault Ste Marie,United States,46.2508010864258,-84.4723968505859
North Central West Virginia Airport,Clarksburg,United States,39.2966003418,-80.2281036377
William R Fairchild International Airport,Port Angeles,United States,48.1202011108398,-123.5
Houghton County Memorial Airport,Hancock,United States,47.168399810791,-88.4890975952148
Dodge City Regional Airport,Dodge City,United States,37.7634010314941,-99.9655990600586
DuBois Regional Airport,Du Bois,United States,41.17829895,-78.8986969
Chippewa Valley Regional Airport,Eau Claire,United States,44.8657989501953,-91.4842987060547
Elko Regional Airport,Elko,United States,40.8249015808105,-115.791999816895
New Bedford Regional Airport,New Bedford,United States,41.6761016845703,-70.956901550293
Fayetteville Regional Grannis Field,Fayetteville,United States,34.9911994934082,-78.8803024291992
Wokal Field Glasgow International Airport,Glasgow,United States,48.212502,-106.614998
Central Nebraska Regional Airport,Grand Island,United States,40.9674987792969,-98.3096008300781
Memorial Field,Hot Springs,United States,34.4780006408691,-93.0961990356445
Tri-State/Milton J. Ferguson Field,Huntington,United States,38.36669922,-82.55799866
Kirksville Regional Airport,Kirksville,United States,40.0934982299805,-92.5448989868164
Jamestown Regional Airport,Jamestown,United States,46.92969894,-98.67819977
Laramie Regional Airport,Laramie,United States,41.3120994567871,-105.675003051758
Arnold Palmer Regional Airport,Latrobe,United States,40.27590179,-79.40480042
North Platte Regional Airport Lee Bird Field,North Platte,United States,41.12620163,-100.6839981
Lebanon Municipal Airport,Lebanon,United States,43.6260986328,-72.3041992188
Crater Lake-Klamath Regional Airport,Klamath Falls,United States,42.156101,-121.733002
Lancaster Airport,Lancaster,United States,40.1217002868652,-76.2960968017578
Lewistown Municipal Airport,Lewistown,United States,47.0493011474609,-109.467002868652
Lynchburg Regional Preston Glenn Field,Lynchburg,United States,37.3266983032227,-79.2004013061523
Muskegon County Airport,Muskegon,United States,43.16949844,-86.23819733
Frank Wiley Field,Miles City,United States,46.4280014038086,-105.886001586914
Northwest Alabama Regional Airport,Muscle Shoals,United States,34.74530029,-87.61019897
Southwest Oregon Regional Airport,North Bend,United States,43.4170989990234,-124.246002197266
Owensboro Daviess County Airport,Owensboro,United States,37.74010086,-87.16680145
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,31.4671001434326,-89.3370971679688
Pocatello Regional Airport,Pocatello,United States,42.9098014831543,-112.596000671387
Pierre Regional Airport,Pierre,United States,44.38270187,-100.2860031
Pellston Regional Airport of Emmet County Airport,Pellston,United States,45.57089996,-84.79669952
Portsmouth International at Pease Airport,Portsmouth,United States,43.0778999329,-70.8233032227
Reading Regional Carl A Spaatz Field,Reading,United States,40.3785018920898,-75.965202331543
Rhinelander Oneida County Airport,Rhinelander,United States,45.6311988830566,-89.4674987792969
Southwest Wyoming Regional Airport,Rock Springs,United States,41.5942,-109.065001
Rutland - Southern Vermont Regional Airport,Rutland,United States,43.52939987,-72.94960022
San Luis County Regional Airport,San Luis Obispo,United States,35.2368011475,-120.641998291
Sheridan County Airport,Sheridan,United States,44.7691993713379,-106.980003356934
Adirondack Regional Airport,Saranac Lake,United States,44.3852996826172,-74.2061996459961
Salina Municipal Airport,Salina,United States,38.7910003662109,-97.6521987915039
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,34.89889908,-120.4570007
Tupelo Regional Airport,Tupelo,United States,34.2681007385254,-88.7698974609375
Quincy Regional Baldwin Field,Quincy,United States,39.94269943,-91.19460297
Victoria Regional Airport,Victoria,United States,28.8526000976562,-96.9185028076172
Valdosta Regional Airport,Valdosta,United States,30.7824993133545,-83.2767028808594
Worland Municipal Airport,Worland,United States,43.9656982421875,-107.950996398926
Yakima Air Terminal McAllister Field,Yakima,United States,46.56819916,-120.5439987
Adak Airport,Adak Island,United States,51.8779983520508,-176.64599609375
Gustavus Airport,Gustavus,United States,58.4253006,-135.7070007
Skagway Airport,Skagway,United States,59.4600982666016,-135.315994262695
Holy Cross Airport,Holy Cross,United States,62.1883010864258,-159.774993896484
Haines Airport,Haines,United States,59.2438011169434,-135.524002075195
Kalskag Airport,Kalskag,United States,61.5363006591797,-160.341003417969
McGrath Airport,Mcgrath,United States,62.95289993,-155.6060028
Mountain Village Airport,Mountain Village,United States,62.095401763916,-163.682006835938
Aniak Airport,Aniak,United States,61.581600189209,-159.542999267578
Chevak Airport,Chevak,United States,61.5409,-165.6005
Wrangell Airport,Wrangell,United States,56.48429871,-132.3699951
Kalaupapa Airport,Molokai,United States,21.21100044,-156.973999
Aleknagik / New Airport,Aleknagik,United States,59.2826004028,-158.617996216
Brookings Regional Airport,Brookings,United States,44.3048,-96.8169
Mercer County Airport,Bluefield,United States,37.2957992553711,-81.2077026367188
Kearney Municipal Airport,Kearney,United States,40.727,-99.0068
Mid Delta Regional Airport,Greenville,United States,33.4828987121582,-90.9856033325195
Laughlin-Bullhead Intl,Bullhead,United States,35.1574,-114.56
Kingman Airport,Kingman,United States,35.2595,-113.938
Tri Cities Airport,Pasco,United States,46.2647018432617,-119.119003295898
Akutan Seaplane Base,Akutan,United States,54.1337704415,-165.778895617
Grant County Airport,Silver City,United States,32.6365,-108.156
Lopez Island Airport,Lopez,United States,48.4838981628418,-122.938003540039
Waikoloa Heliport,Waikoloa Village,United States,19.9205,-155.8607
Worcester Regional Airport,Worcester,United States,42.2672996520996,-71.8757019042969
New Rochelle Amtrak Station,New Rochelle,United States,40.913923,-73.782008
New Haven Rail Station,New Haven,United States,41.298669,-72.925992
Chicago Union Station,Chicago,United States,41.8791966,-87.6388507
Bremerton National Airport,Bremerton,United States,47.490200042725,-122.76499938965
Spencer Municipal Airport,Spencer,United States,43.165500640869,-95.202796936035
Jefferson City Memorial Airport,Jefferson City,United States,38.5912017822,-92.1560974121
Grand Canyon West Airport,Grand Canyon West,United States,35.5925,-113.4859
Boulder City Municipal Airport,Boulder City,United States,35.5651,-114.514
Glenview Amtrak Station,Glenview,United States,42.074197,-87.805346
Baltimore Penn Station,Baltimore,United States,39.307408,-76.615552
Provincetown Municipal Airport,Provincetown,United States,42.0718994141,-70.2213973999
Kenmore Air Harbor Seaplane Base,Seattle,United States,47.629,-122.339
Fullerton Municipal Airport,Fullerton,United States,33.8720016479,-117.980003357
Concord-Padgett Regional Airport,Concord,United States,35.387798,-80.709099
Friedman Memorial Airport,Hailey,United States,43.50439835,-114.2959976
Mason City Municipal Airport,Mason City,United States,43.1577987671,-93.3312988281
Phoenix-Mesa-Gateway Airport,Mesa,United States,33.30780029,-111.6549988
Fremont Airport,Fremont,United States,41.3331,-83.1612
Washington Union Station,Washington,United States,38.89746,-77.00643
Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,68.13359833,-151.7429962
Anvik Airport,Anvik,United States,62.646702,-160.190994
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.4673004150391,-157.436004638672
Gambell Airport,Gambell,United States,63.7667999267578,-171.733001708984
Hooper Bay Airport,Hooper Bay,United States,61.52389908,-166.1470032
Kaltag Airport,Kaltag,United States,64.31909943,-158.7409973
St Mary's Airport,St Mary's,United States,62.0605011,-163.302002
Kivalina Airport,Kivalina,United States,67.736198425293,-164.563003540039
Mekoryuk Airport,Mekoryuk,United States,60.3713989257812,-166.27099609375
Point Hope Airport,Point Hope,United States,68.3488,-166.799
Ruby Airport,Ruby,United States,64.72720337,-155.4700012
Shishmaref Airport,Shishmaref,United States,66.249604,-166.089112
Savoonga Airport,Savoonga,United States,63.6864013671875,-170.49299621582
Noatak Airport,Noatak,United States,67.5661010742188,-162.975006103516
Arctic Village Airport,Arctic Village,United States,68.1147,-145.578995
Port Clarence Coast Guard Station,Port Clarence,United States,65.2537002563,-166.85899353
Hagerstown Regional Richard A Henson Field,Hagerstown,United States,39.707901,-77.72949982
Sand Point Airport,Sand Point,United States,55.314998626709,-160.522994995117
Deering Airport,Deering,United States,66.0696029663,-162.76600647
Igiugig Airport,Igiugig,United States,59.3240013122559,-155.901992797852
New Stuyahok Airport,New Stuyahok,United States,59.4499015808,-157.32800293
King Cove Airport,King Cove,United States,55.1162986755371,-162.266006469727
Port Heiden Airport,Port Heiden,United States,56.959098815918,-158.632995605469
Togiak Airport,Togiak Village,United States,59.0527992248535,-160.397003173828
Delta County Airport,Escanaba,United States,45.7226982117,-87.0936965942
Yakutat Airport,Yakutat,United States,59.5032997131,-139.660003662
Williamson County Regional Airport,Marion,United States,37.75500107,-89.01110077
Ford Airport,Iron Mountain,United States,45.8184013367,-88.1145019531
Marquette Airport,Marquette,United States,46.5339012145996,-87.5614013671875
Allakaket Airport,Allakaket,United States,66.5518035889,-152.621994019
East Glacier Park Amtrak Station,East Glacier,United States,48.443965,-113.218556
Michigan City Municipal Airport,Michigan City,United States,41.7033004761,-86.8211975098
Seward Airport,Seward,United States,60.1268997192383,-149.419006347656
McCarthy Airport,McCarthy,United States,61.4370608,-142.90307372
Silverton,Silverton,United States,37.812545,-107.662994
Porter County Municipal Airport,Valparaiso,United States,41.4539722,-87.0070833
Grand Marais Cook County Airport,Grand Marais,United States,47.8382987976,-90.3828964233
Mackinac Island Airport,Mackinac Island,United States,45.8649344,-84.637344
Gogebic Iron County Airport,Ironwood,United States,46.5274747,-90.1313967
Portage Municipal Airport,Portage,United States,43.5603136,-89.4828607
Wausau Downtown Airport,Wausau,United States,44.9262008667,-89.6266021729
Macomb Municipal Airport,Macomb,United States,40.5200833,-90.6523889
Point Roberts Airpark,Point Roberts,United States,48.9797222,-123.0788889
Delaware County Johnson Field,Muncie,United States,40.2422981262207,-85.3958969116211
Miami University Airport,Oxford,United States,39.5022607,-84.7843814
Purdue University Airport,Lafayette,United States,40.4123001098633,-86.936897277832
De Kalb Taylor Municipal Airport,De Kalb,United States,41.9338342,-88.7056864
Grand Geneva Resort Airport,Lake Geneva,United States,42.6149167,-88.3895833
Brown County Airport,Georgetown,United States,38.8819007873535,-83.882698059082
North Las Vegas Airport,Las Vegas,United States,36.21070098877,-115.19400024414
Kenosha Regional Airport,Kenosha,United States,42.59569931,-87.92780304
Clow International Airport,Bolingbrook,United States,41.6959744,-88.1292306
Montrose Regional Airport,Montrose CO,United States,38.5097999573,-107.893997192
Riverton Regional Airport,Riverton WY,United States,43.064201355,-108.459999084
Tyonek Airport,Tyonek,United States,61.076667,-151.138056
Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,45.695098877,-118.841003418
Shoestring Aviation Airfield,Stewartstown,United States,39.7948244,-76.6471914
Door County Cherryland Airport,Sturgeon Bay,United States,44.8436667,-87.4215556
Cambridge Municipal Airport,Cambridge,United States,39.9750278,-81.5775833
Dowagiac Municipal Airport,Dowagiac,United States,41.9929342,-86.1280125
Putnam County Airport,Greencastle,United States,39.6335556,-86.8138056
Everglades Airpark,Everglades,United States,25.8488611,-81.3902778
Galt Field Airport,Greenwood,United States,42.4028889,-88.3751111
Waukesha County Airport,Waukesha,United States,43.0410278,-88.2370556
Southwest Michigan Regional Airport,Benton Harbor,United States,42.1285833,-86.4285
Wittman Regional Airport,Oshkosh,United States,43.9844017028809,-88.556999206543
Pangborn Memorial Airport,Wenatchee,United States,47.3988990784,-120.207000732
Fortman Airport,St. Marys,United States,40.5553253,-84.3866186
Byron Airport,Byron,United States,37.8284,-121.626
NAS Fort Worth JRB/Carswell Field,Dallas,United States,32.76919937,-97.4414978
Gary Chicago International Airport,Gary,United States,41.6162986755371,-87.4128036499023
Brainerd Lakes Regional Airport,Brainerd,United States,46.39830017,-94.13809967
Greenbrier Valley Airport,Lewisburg,United States,37.8582992554,-80.3994979858
Pitt Greenville Airport,Greenville,United States,35.6352005,-77.38529968
Chefornak Airport,Chefornak,United States,60.1492004395,-164.285995483
Oxnard Airport,Oxnard,United States,34.200801849365,-119.20700073242
Branson Airport,Branson,United States,36.532082,-93.200544
Penn Station,Baltimore,United States,39.307222,-76.615556
Penn Station,New York,United States,40.7505,-73.9935
Schenectady County Airport,Scotia NY,United States,42.852500915527,-73.928901672363
Northeast Florida Regional Airport,St. Augustine Airport,United States,29.9592,-81.339798
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,38.50899887,-122.8130035
Kissimmee Gateway Airport,Kissimmee,United States,28.2898006439,-81.4371032715
Lake City Gateway Airport,Lake City,United States,30.1819992065,-82.5768966675
Deland Municipal Sidney H Taylor Field,DeLand,United States,29.06699944,-81.28379822
Haller Airpark,Green Cove Springs,United States,29.904057,-81.68515
Logan-Cache Airport,Logan,United States,41.7911987305,-111.851997375
Brigham City Regional Airport,Brigham City,United States,41.552399,-112.061996
Malad City Airport,Malad City,United States,42.1665992736816,-112.296997070312
Aspen-Pitkin Co/Sardy Field,Aspen,United States,39.22320175,-106.8690033
Hilton Head,Hilton Head,United States,32.216,-80.752
Philadelphia 30th St Station,Philadelphia,United States,39.9557,-75.182
KBWD,Brownwood,United States,31.7936111,-98.9565
Mexia - Limestone County Airport,Mexia,United States,31.6411783,-96.5144594
Kerrville Municipal Louis Schreiner Field,Kerrville,United States,29.9766998291,-99.0857009888
Sussex County Airport,Georgetown,United States,38.68920135,-75.35890198
Great Bend Municipal Airport,Great Bend,United States,38.3442993164,-98.8591995239
Hays Regional Airport,Hays,United States,38.84220123,-99.27320099
Spirit of St Louis Airport,Null,United States,38.662101745605,-90.652000427246
Ely Municipal Airport,Ely,United States,47.82450104,-91.83070374
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,47.21110153,-93.50980377
Thief River Falls Regional Airport,Thief River Falls,United States,48.06570053,-96.18499756
Eagle River Union Airport,Eagle River,United States,45.9323005676,-89.2683029175
Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,45.92789841,-89.73090363
Ankeny Regional Airport,Ankeny,United States,41.6913986206055,-93.5663986206055
Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,27.69260025,-97.29109955
Catalina Airport,Catalina Island,United States,33.4049,-118.416
Mojave Airport,Mojave,United States,35.05939865,-118.1520004
Kenmore Air Harbor Inc Seaplane Base,Kenmore,United States,47.7548,-122.259
Hutchinson Municipal Airport,Hutchinson,United States,38.0654983521,-97.8606033325
Eagle County Airport,Eagle,United States,39.6427611,-106.9159347
Oak Lawn Train Station,Oak Lawn,United States,41.7198242969588,-87.7488327026367
Wrigleyville,Chicago,United States,41.948958067066,-87.6587533950806
Rosecrans Memorial Airport,Rosecrans,United States,39.771900177002,-94.909698486328
Hartford Union Station,Hartford,United States,41.76888,-72.6815
Stamford Amtrak Station,Stamford,United States,41.046937,-73.541493
Newark Penn Station,Newark,United States,40.734722,-74.164167
Volk Field,Camp Douglas,United States,43.938999176025,-90.253402709961
Gunnison Crested Butte Regional Airport,Gunnison,United States,38.53390121,-106.9329987
Zamperini Field,Torrance,United States,33.803398132324,-118.33999633789
Manistee Co Blacker Airport,Manistee,United States,44.2723999,-86.24690247
Hickam Air Force Base,Honolulu,United States,21.318681,-157.922427
Charlotte County Airport,Punta Gorda,United States,26.92020035,-81.9905014
Grand Canyon Heliport,Grand Canyon,United States,35.96666666,-112.13333333
Northern Aroostook Regional Airport,Frenchville,United States,47.2854995728,-68.3127975464
Chautauqua County-Jamestown Airport,Jamestown,United States,42.15340042,-79.25800323
Lake Cumberland Regional Airport,Somerset,United States,37.0533981323,-84.6158981323
Shenandoah Valley Regional Airport,Weyers Cave,United States,38.2638015747,-78.8964004517
Devils Lake Regional Airport,Devils Lake,United States,48.11420059,-98.90879822
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,46.7974014282,-102.802001953
Sidney - Richland Regional Airport,Sidney,United States,47.706902,-104.193001
Chadron Municipal Airport,Chadron,United States,42.837600708,-103.095001221
Alliance Municipal Airport,Alliance,United States,42.0531997681,-102.804000854
Mc Cook Ben Nelson Regional Airport,McCook,United States,40.20629883,-100.5920029
The Florida Keys Marathon Airport,Marathon,United States,24.726101,-81.051399
Dawson Community Airport,Glendive,United States,47.13869858,-104.8069992
L M Clayton Airport,Wolf Point,United States,48.0945014954,-105.574996948
Yellowstone Airport,West Yellowstone,United States,44.68840027,-111.1179962
San Luis Valley Regional Bergman Field,Alamosa,United States,37.434898,-105.866997
Canyonlands Field,Moab,United States,38.75500107,-109.7549973
Ely Airport Yelland Field,Ely,United States,39.29970169,-114.8420029
Vernal Regional Airport,Vernal,United States,40.4408989,-109.5100021
Sierra Blanca Regional Airport,Ruidoso,United States,33.462799072266,-105.53500366211
Show Low Regional Airport,Show Low,United States,34.265499115,-110.005996704
McCall Municipal Airport,McCall,United States,44.88970184,-116.1009979
Lemhi County Airport,Salmon,United States,45.1237983704,-113.880996704
Mammoth Yosemite Airport,Mammoth Lakes,United States,37.62409973,-118.8379974
Friday Harbor Airport,Friday Harbor,United States,48.5219993591,-123.024002075
Orcas Island Airport,Eastsound,United States,48.7081985474,-122.910003662
Anacortes Airport,Anacortes,United States,48.498889,-122.6625
Astoria Regional Airport,Astoria,United States,46.158000946,-123.878997803
Newport Municipal Airport,Newport,United States,44.580399,-124.057999
Emmonak Airport,Emmonak,United States,62.78609848,-164.4909973
Unalakleet Airport,Unalakleet,United States,63.88840103,-160.798996
Ugnu-Kuparuk Airport,Kuparuk,United States,70.3308029175,-149.598007202
Shageluk Airport,Shageluk,United States,62.6922988892,-159.569000244
Chuathbaluk Airport,Chuathbaluk,United States,61.579102,-159.216003
Nuiqsut Airport,Nuiqsut,United States,70.2099990845,-151.005996704
Eek Airport,Eek,United States,60.21367264,-162.0438843
Kasigluk Airport,Kasigluk,United States,60.87440109,-162.5240021
Kwethluk Airport,Kwethluk,United States,60.7902984619,-161.444000244
Kwigillingok Airport,Kwigillingok,United States,59.876499,-163.169005
Marshall Don Hunter Sr Airport,Marshall,United States,61.8642997742,-162.026000977
Russian Mission Airport,Russian Mission,United States,61.7788848877,-161.319458008
Tuntutuliak Airport,Tuntutuliak,United States,60.335278,-162.666944
Ekwok Airport,Ekwok,United States,59.356944,-157.471111
Koliganek Airport,Koliganek,United States,59.726600647,-157.259002686
Levelock Airport,Levelock,United States,59.128056,-156.858611
Manokotak Airport,Manokotak,United States,58.9902000427,-159.050003052
Twin Hills Airport,Twin Hills,United States,59.074444,-160.275
Chalkyitsik Airport,Chalkyitsik,United States,66.6449966431,-143.740005493
Eagle Airport,Eagle,United States,64.77639771,-141.151001
Hughes Airport,Hughes,United States,66.04109955,-154.2630005
Huslia Airport,Huslia,United States,65.69789886,-156.3509979
Livingood Airport,Livingood,United States,65.531111,-148.541111
Minto Airport,Minto,United States,65.143611,-149.37
Nulato Airport,Nulato,United States,64.729301,-158.074005
Rampart Airport,Rampart,United States,65.507778,-150.140833
Tanana Airport,Tanana,United States,65.179556,-152.075833
Venetie Airport,Venetie,United States,67.0086975098,-146.365997314
Beaver Airport,Beaver,United States,66.362197876,-147.406997681
Central Airport,Central,United States,65.57379913,-144.7830048
Shungnak Airport,Shungnak,United States,66.88809967041,-157.16200256348
Birch Creek Airport,Brich Creek,United States,66.256708,-145.815319
Coldfoot Airport,Coldfoot,United States,67.251389,-150.176111
Inyokern Airport,Inyokern,United States,35.65879822,-117.8300018
Visalia Municipal Airport,Visalia,United States,36.3186988831,-119.392997742
Merced Regional Macready Field,Merced,United States,37.28469849,-120.5139999
Phoenix Goodyear Airport,Goodyear,United States,33.4225006104,-112.375999451
Park City,Park City,United States,40.659444,-111.4997222
Angoon Seaplane Base,Angoon,United States,57.503601,-134.585007
Elfin Cove Seaplane Base,Elfin Cove,United States,58.1952018738,-136.347000122
Tenakee Seaplane Base,Tenakee Springs,United States,57.779722,-135.218333
Pelican Seaplane Base,Pelican,United States,57.955278,-136.236389
Chatham Seaplane Base,Sitka,United States,57.515,-134.946111
Funter Bay Seaplane Base,Funter Bay,United States,58.2543983459,-134.897994995
Excursion Inlet Seaplane Base,Excursion Inlet,United States,58.420556,-135.449167
Hoonah Airport,Hoonah,United States,58.0961,-135.410111
Kake Airport,Kake,United States,56.9613990784,-133.910003662
Craig Seaplane Base,Craig,United States,55.478889,-133.147778
Hollis Seaplane Base,Hollis,United States,55.481667,-132.646111
Metlakatla Seaplane Base,Metakatla,United States,55.131001,-131.578003
Thorne Bay Seaplane Base,Thorne Bay,United States,55.688056,-132.536667
Hydaburg Seaplane Base,Hydaburg,United States,55.206298828125,-132.828002929688
Hyder Seaplane Base,Hyder,United States,55.903333,-130.006667
Point Baker Seaplane Base,Point Baker,United States,56.351944,-133.6225
Port Protection Seaplane Base,Port Protection,United States,56.328889,-133.61
North Whale Seaplane Base,North Whale Pass,United States,56.116389,-133.121667
Chignik Lake Airport,Chignik Lake,United States,56.255,-158.775278
Egegik Airport,Egegik,United States,58.1855010986,-157.375
Chignik Lagoon Airport,Chignik Lagoon,United States,56.311111,-158.534167
Chignik Bay Seaplane Base,Chignik,United States,56.295556,-158.401398
Perryville Airport,Perryville,United States,55.905998,-159.162993
Pilot Point Airport,Pilot Point,United States,57.5803985596,-157.572006226
South Naknek Nr 2 Airport,South Naknek,United States,58.7033996582,-157.007995605
Akhiok Airport,Akhiok,United States,56.9387016296,-154.182998657
Karluk Airport,Karluk,United States,57.5671005249,-154.449996948
Larsen Bay Airport,Larsen Bay,United States,57.5350990295,-153.977996826
Old Harbor Airport,Old Harbor,United States,57.218056,-153.269722
Ouzinkie Airport,Ouzinkie,United States,57.922876,-152.500511
Port Lions Airport,Port Lions,United States,57.885278,-152.846111
Alitak Seaplane Base,Lazy Bay,United States,56.899444,-154.247778
Amook Bay Seaplane Base,Amook Bay,United States,57.471389,-153.815278
Kitoi Bay Seaplane Base,Kitoi Bay,United States,58.190833,-152.370556
Moser Bay Seaplane Base,Moser Bay,United States,57.025556,-154.145833
Olga Bay Seaplane Base,Olga Bay,United States,57.161389,-154.229722
Port Bailey Seaplane Base,Port Bailey,United States,57.93,-153.040556
Port Williams Seaplane Base,Port Williams,United States,58.49,-152.582222
Seal Bay Seaplane Base,Seal Bay,United States,58.166667,-152.5
San Juan - Uganik Seaplane Base,San Juan,United States,57.730278,-153.320556
West Point Village Seaplane Base,West Point,United States,57.77,-153.548889
Zachar Bay Seaplane Base,Zachar Bay,United States,57.55,-153.75
Ambler Airport,Ambler,United States,67.1063,-157.856989
Buckland Airport,Buckland,United States,65.9815979004,-161.149002075
Bob Baker Memorial Airport,Kiana,United States,66.9759979248,-160.43699646
Kobuk Airport,Kobuk,United States,66.9123001099,-156.897003174
Robert (Bob) Curtis Memorial Airport,Noorvik,United States,66.81790161,-161.0189972
Selawik Airport,Selawik,United States,66.60009766,-159.9859924
Brevig Mission Airport,Brevig Mission,United States,65.3312988281,-166.466003418
Elim Airport,Elim,United States,64.61470032,-162.2720032
Golovin Airport,Golovin,United States,64.5504989624,-163.007003784
Teller Airport,Teller,United States,65.2404022217,-166.339004517
Wales Airport,Wales,United States,65.622593,-168.095
White Mountain Airport,White Mountain,United States,64.689201355,-163.412994385
Council Airport,Council,United States,64.897778,-163.703333
Koyuk Alfred Adams Airport,Koyuk,United States,64.9394989014,-161.154006958
St Michael Airport,St. Michael,United States,63.49010086,-162.1100006
Shaktoolik Airport,Shaktoolik,United States,64.37110138,-161.223999
Stebbins Airport,Stebbins,United States,63.515833,-162.278056
Tin City Long Range Radar Station Airport,Tin City,United States,65.56310272,-167.9219971
Atka Airport,Atka,United States,52.22029877,-174.2059937
Nikolski Air Station,Nikolski,United States,52.9416007995605,-168.848999023438
Icy Bay Airport,Icy Bay,United States,59.968889,-141.661667
Yakataga Airport,Yakataga,United States,60.080974,-142.494541
Alakanuk Airport,Alakanuk,United States,62.6800422668,-164.659927368
Sheldon Point Airport,Nunam Iqua,United States,62.520556,-164.847778
Kipnuk Airport,Kipnuk,United States,59.9329986572,-164.031005859
False Pass Airport,False Pass,United States,54.8474006652832,-163.410003662109
Nelson Lagoon Airport,Nelson Lagoon,United States,56.007499694824,-161.16000366211
